source_name,start_time,avg(e.emissions_quantity),any_value(lat),any_value(lon),capacity,co2_per_m2
Taylor County,2022-06-01,48.949,39.335244639045015,-80.04619132183728,16390.942,0.003
Little River County,2022-06-01,210.268,33.70070768394833,-94.23471192272449,339388.664,0.0006
Logan County,2022-06-01,427.712,40.12469072951689,-89.3679207315963,350728.267,0.0012
Rankin County,2022-06-01,2728.462,32.26392597412855,-89.94756450748037,2088516.525,0.0013
Conecuh County,2022-06-01,70.251,31.42951022836845,-86.9935911498635,46988.438,0.0015
Dorchester County,2022-06-01,598.108,38.42593805680087,-76.0820396068099,437058.309,0.0014
Jasper County,2022-06-01,773.411,41.6855135524771,-93.05516953867397,791151.287,0.001
Telfair County,2022-06-01,198.431,31.929966407085892,-82.93882581770306,102645.349,0.0019
Pottawattamie County,2022-06-01,3376.274,41.33560223516063,-95.54224179775866,2930469.369,0.0012
Wexford County,2022-06-01,812.608,44.33814081552787,-85.57880313216128,504967.632,0.0016
Washington County,2022-06-01,1417.382,39.455160283915475,-81.49398684751219,1114945.306,0.0013
Cuming County,2022-06-01,160.986,41.91880048170503,-96.78647315887888,183124.634,0.0009
Cass County,2022-06-01,206.626,33.078600961583206,-94.34610752913574,212525.698,0.001
Piute County,2022-06-01,7.31,38.33654195559212,-112.12853499947312,6230.237,0.0012
Hawkins County,2022-06-01,866.677,36.440985660571855,-82.94474689241675,439333.253,0.002
Hertford County,2022-06-01,171.991,36.35790998745237,-76.98238321124146,448258.917,0.0004
Kanawha County,2022-06-01,3242.102,38.337434682779055,-81.52857230353256,2189587.749,0.0015
Graves County,2022-06-01,358.672,36.72365590418893,-88.65126935155936,317088.081,0.0011
Amador County,2022-06-01,270.571,38.4468634262885,-120.64633434765194,204980.837,0.0013
Latah County,2022-06-01,689.873,46.81799658949444,-116.71041581641398,373275.16,0.0018
Wyoming County,2022-06-01,251.365,42.70231528546827,-78.2230465667786,83557.292,0.003
Rawlins County,2022-06-01,17.29,39.78613003467772,-101.0760071195015,17715.446,0.001
Holmes County,2022-06-01,27.957,33.12362696436075,-90.0915733580622,12705.494,0.0022
Goliad County,2022-06-01,34.773,28.655089641937337,-97.42434599890724,35005.666,0.001
Cole County,2022-06-01,1546.997,38.50708573412981,-92.28040244716728,1277254.751,0.0012
Kandiyohi County,2022-06-01,1199.113,45.15344366205026,-95.0041607417873,786872.688,0.0015
McDowell County,2022-06-01,569.83,35.68294357031692,-82.04896990309064,288508.95,0.002
Gulf County,2022-06-01,100.54,29.84142702555908,-85.3094592797289,127474.076,0.0008
Miami County,2022-06-01,513.68,40.76954883944149,-86.04604330258243,392603.536,0.0013
Red River Parish,2022-06-01,66.801,32.09340184830845,-93.33996795229676,42170.824,0.0016
Columbia County,2022-06-01,1339.049,41.049198689868064,-76.40566647193559,726013.739,0.0018
Jackson County,2022-06-01,74.791,39.41781348199904,-95.79369361754806,57317.547,0.0013
Jones County,2022-06-01,92.504,32.73962235781376,-99.88028444620667,104116.295,0.0009
Taylor County,2022-06-01,634.613,29.969021922199616,-83.65565703601125,469297.179,0.0014
La Plata County,2022-06-01,462.113,37.284470120501005,-107.84186210954704,366601.821,0.0013
Wrangell-Petersburg Census Area,2022-06-01,177.161,56.5422642043512,-133.00211920520286,15760.262,0.0112
Centre County,2022-06-01,3399.304,40.91981229134818,-77.81880954265347,1390512.787,0.0024
Union County,2022-06-01,626.711,40.96379839911324,-77.06149584580508,376323.684,0.0017
Charlton County,2022-06-01,67.483,30.78253443536097,-82.13826472568103,32891.746,0.0021
Calhoun County,2022-06-01,38.365,31.529310403356323,-84.62475109012117,37817.639,0.001
Calhoun County,2022-06-01,25.132,39.16974021913858,-90.66732597520308,12654.199,0.002
Limestone County,2022-06-01,1560.156,34.81035238465385,-86.98134006627082,1511283.458,0.001
Calhoun County,2022-06-01,359.091,28.36104599411413,-96.58857324177288,1649789.01,0.0002
Pendleton County,2022-06-01,72.785,38.68054472979461,-79.3495091332056,72378.497,0.001
Hamilton County,2022-06-01,105.5,40.873202937788214,-98.02307411536655,103052.049,0.001
Androscoggin County,2022-06-01,2788.133,44.16572503848666,-70.2066490419448,1359584.984,0.0021
Wilkinson County,2022-06-01,22.109,31.161647283004207,-91.3124092079123,8422.832,0.0026
Coke County,2022-06-01,26.379,31.888138500235826,-100.52754474750265,69610.783,0.0004
Marion County,2022-06-01,549.126,38.64964917906731,-88.92008035080244,595109.505,0.0009
Larue County,2022-06-01,44.901,37.54560711753508,-85.6980081759545,31137.655,0.0014
Ida County,2022-06-01,178.976,42.38565749479395,-95.51287059559284,209042.65,0.0009
Guernsey County,2022-06-01,599.994,40.05196205516577,-81.49436784368903,341381.077,0.0018
Clear Creek County,2022-06-01,157.7,39.68771813533879,-105.64209832779773,23357.118,0.0068
Concordia Parish,2022-06-01,159.674,31.449008929784632,-91.64093764805892,106275.994,0.0015
Warren County,2022-06-01,144.627,36.398245298832464,-78.1091368477221,56711.408,0.0026
Union County,2022-06-01,1376.774,40.29951242971871,-83.37139821786003,1183662.989,0.0012
Sweetwater County,2022-06-01,725.238,41.6597883715514,-108.8782512256996,675201.244,0.0011
Allegan County,2022-06-01,2102.592,42.59043834839652,-85.88898645225078,1350555.139,0.0016
Decatur County,2022-06-01,81.668,40.737082910509315,-93.78704153086156,46081.4,0.0018
Clay County,2022-06-01,1924.467,29.98431697241201,-81.85209254966776,1593936.413,0.0012
Steuben County,2022-06-01,838.734,41.6447909291179,-85.00168219413837,605671.45,0.0014
Nassau County,2022-06-01,27778.858,40.66405181370005,-73.5886864115527,16583599.556,0.0017
Archuleta County,2022-06-01,64.519,37.19322984342974,-107.04701045640826,34913.372,0.0018
Saguache County,2022-06-01,126.574,38.07810389269708,-106.27723484134314,96924.543,0.0013
Sweet Grass County,2022-06-01,18.745,45.813587256430615,-109.93958269636158,8316.316,0.0023
Jackson County,2022-06-01,3104.581,42.2481157421408,-84.4252948880346,1672005.705,0.0019
Fauquier County,2022-06-01,696.127,38.738507319396554,-77.80882111742473,273313.609,0.0025
Guthrie County,2022-06-01,173.638,41.68303824992823,-94.50243525178104,176439.407,0.001
Franklin County,2022-06-01,139.869,33.176143349426134,-95.21978999564114,172670.809,0.0008
Daviess County,2022-06-01,25.515,39.960682353562376,-93.9875791865908,20733.872,0.0012
Lexington Independent City,2022-06-01,165.555,37.785392643993944,-79.44222706994307,130217.689,0.0013
Allamakee County,2022-06-01,198.976,43.285203786071385,-91.37812788006762,210257.044,0.0009
Nottoway County,2022-06-01,167.307,37.1418212239502,-78.05482705762928,96067.421,0.0017
Holmes County,2022-06-01,47.798,30.868004218392468,-85.81451616263074,25582.594,0.0019
Pike County,2022-06-01,462.607,31.8026693385248,-85.94163750612441,529543.844,0.0009
Millard County,2022-06-01,41.529,39.07279126787625,-113.1017280636062,200895.707,0.0002
Caldwell County,2022-06-01,89.137,37.144986324375715,-87.86792299329566,83687.641,0.0011
District of Columbia District,2022-06-01,11034.433,38.90703616921518,-77.01561479417411,4998285.624,0.0022
Anoka County,2022-06-01,8846.374,45.27497472079949,-93.24709433252922,4922722.517,0.0018
Lawrence County,2022-06-01,258.424,34.522336878284115,-87.31091271413553,480119.331,0.0005
Mercer County,2022-06-01,99.183,47.30882274783731,-101.83200593374694,206306.335,0.0005
Newport News Independent City,2022-06-01,5454.317,37.076011472388046,-76.51546864379083,5540406.397,0.001
Lancaster County,2022-06-01,10421.257,40.78439815133942,-96.68790301968706,8828720.189,0.0012
Sarpy County,2022-06-01,5128.076,41.112483827242166,-96.11144261141396,3730910.01,0.0014
Avoyelles Parish,2022-06-01,145.56,31.07616832282541,-92.0012343993708,115611.04,0.0013
Live Oak County,2022-06-01,192.648,28.353079067008473,-98.12613267668566,294102.392,0.0007
Citrus County,2022-06-01,1093.147,28.839375023253943,-82.60529452500775,1075851.815,0.001
LaPorte County,2022-06-01,2754.531,41.54647349741671,-86.73997957646151,1885535.529,0.0015
Cass County,2022-06-01,400.645,40.90958926568855,-96.14087321226728,280151.017,0.0014
Dukes County,2022-06-01,40.621,41.33419201945406,-70.71726479800209,28428.876,0.0014
Allegheny County,2022-06-01,27695.995,40.4698807366839,-79.98107939772778,20365325.766,0.0014
DeKalb County,2022-06-01,15850.536,33.771738240943165,-84.22681064727698,14880698.409,0.0011
Wayne County,2022-06-01,217.937,35.24113232598929,-87.7889539475436,128395.735,0.0017
Warren County,2022-06-01,799.189,43.561343074925645,-73.85247343765379,534897.174,0.0015
Grays Harbor County,2022-06-01,1723.185,47.14406751429143,-123.8920020433062,940725.439,0.0018
Passaic County,2022-06-01,8699.524,41.033833849241205,-74.30096374502406,4603334.487,0.0019
Pike County,2022-06-01,13.69,33.092222836264895,-84.38922862839681,4628.429,0.003
Bacon County,2022-06-01,112.77,31.55369118034512,-82.45280257000108,84265.269,0.0013
Branch County,2022-06-01,812.709,41.91684116801234,-85.0602675676564,617648.256,0.0013
Pontotoc County,2022-06-01,596.45,34.72903453652236,-96.68639277679024,764854.547,0.0008
Hughes County,2022-06-01,519.079,44.38908506952171,-99.9946620198764,392408.477,0.0013
Martin County,2022-06-01,75.0,38.709613558940234,-86.80343334379725,83659.025,0.0009
Lincoln County,2022-06-01,437.605,31.531056739473815,-90.45581736562582,423715.869,0.001
Lee County,2022-06-01,25.141,37.59512460492011,-83.71614934363646,9858.844,0.0026
Southeast Fairbanks Census Area,2022-06-01,207.092,63.87176840294801,-143.3642121603724,24652.43,0.0084
Bedford County,2022-06-01,535.313,40.00668174068834,-78.49140690965964,340028.993,0.0016
Iron County,2022-06-01,179.875,46.262607639066054,-90.24255076130969,73915.657,0.0024
Marshall County,2022-06-01,946.801,42.03559945701158,-92.99957654636124,721672.769,0.0013
Nassau County,2022-06-01,770.348,30.61782482979531,-81.70489230032952,646774.253,0.0012
Hamilton County,2022-06-01,20304.308,39.19493274125523,-84.54318033813877,20537782.03,0.001
La Salle Parish,2022-06-01,52.053,31.676606163234105,-92.16040322687454,23969.551,0.0022
Montgomery County,2022-06-01,15.866,34.538796383328766,-93.65960861680269,12232.131,0.0013
Carroll County,2022-06-01,275.748,40.57969637600329,-81.08963048984954,161950.27,0.0017
Lampasas County,2022-06-01,102.369,31.195879934516743,-98.24289924908553,96497.434,0.0011
Fayette County,2022-06-01,324.586,39.64071679435115,-85.17896918459677,252782.081,0.0013
Cocke County,2022-06-01,350.5,35.92575624619095,-83.120533704649,226537.054,0.0015
Crawford County,2022-06-01,472.563,43.24047904662623,-90.93251387772663,514585.732,0.0009
Lyon County,2022-06-01,77.559,37.01949784358214,-88.08330500739373,47004.602,0.0017
Brooks County,2022-06-01,131.166,30.84143006099886,-83.58020794809558,96600.138,0.0014
Riley County,2022-06-01,1570.001,39.295658061955336,-96.73606835340044,1315665.743,0.0012
Horry County,2022-06-01,3680.529,33.88961169832367,-78.94975360082667,4038466.196,0.0009
Blair County,2022-06-01,2216.999,40.482075964293266,-78.34860353709215,1575711.75,0.0014
Echols County,2022-06-01,31.181,30.71006215875007,-82.89386142975157,12795.971,0.0024
Cedar County,2022-06-01,136.41,37.72465842060465,-93.8574847718222,110600.959,0.0012
Wabasha County,2022-06-01,611.586,44.28573349218168,-92.23108451844162,391993.836,0.0016
Floyd County,2022-06-01,90.519,37.55736013304187,-82.7451099031809,30049.69,0.003
Webster County,2022-06-01,24.839,40.177694112338294,-98.50167480582616,19001.463,0.0013
Jackson County,2022-06-01,304.385,38.832978335783075,-81.67398234941686,672111.45,0.0005
Barnstable County,2022-06-01,2378.334,41.79418329942357,-70.16121314778042,1588326.77,0.0015
San Patricio County,2022-06-01,1054.875,27.995318196704048,-97.50120515939832,1470167.978,0.0007
Shawnee County,2022-06-01,4288.836,39.0429319176458,-95.7569366883598,3940476.571,0.0011
Hancock County,2022-06-01,112.715,40.403707024171936,-91.16451517111662,143387.502,0.0008
Shelby County,2022-06-01,59.778,39.79876316739557,-92.07769738779272,61984.8,0.001
Baltimore County,2022-06-01,35026.933,39.425017849641634,-76.6140631390832,25101808.761,0.0014
Adair County,2022-06-01,95.565,41.32990403033827,-94.4721487508976,105062.78,0.0009
Cedar County,2022-06-01,365.69,41.77314183697264,-91.13378096658964,302121.939,0.0012
Dillon County,2022-06-01,336.598,34.39214402494632,-79.3762823813312,342874.825,0.001
Jones County,2022-06-01,20.772,43.95995001504198,-100.69109028169996,17027.155,0.0012
Roane County,2022-06-01,849.48,35.8476517212879,-84.52302222126659,644438.726,0.0013
Douglas County,2022-06-01,628.99,47.73602592751194,-119.6929264462018,543651.241,0.0012
Ingham County,2022-06-01,8975.697,42.59686556898141,-84.37514535075813,5954265.393,0.0015
Iowa County,2022-06-01,368.886,41.68605782768095,-92.06627728580514,412967.673,0.0009
Calhoun County,2022-06-01,3246.581,42.24654084052793,-85.00626005421127,1959875.927,0.0017
Webster County,2022-06-01,14.947,32.046993000501935,-84.55090312532583,9188.455,0.0016
Mills County,2022-06-01,16.005,31.495864698440943,-98.59377124467105,22124.491,0.0007
Hendry County,2022-06-01,770.254,26.55385923420368,-81.16519719235315,369679.622,0.0021
Nicholas County,2022-06-01,35.959,38.3353610921246,-84.01531653600121,15240.742,0.0024
McCurtain County,2022-06-01,342.002,34.116095963839776,-94.77212232835298,419746.065,0.0008
Chicot County,2022-06-01,80.568,33.26757780310008,-91.29369391471242,47426.583,0.0017
Madison County,2022-06-01,804.684,39.89328619146255,-83.40088089626474,763555.811,0.0011
Ohio County,2022-06-01,149.312,37.47829076461716,-86.84897095486,120032.973,0.0012
Albany County,2022-06-01,1135.533,41.65530928550006,-105.72340998407358,426218.338,0.0027
Big Horn County,2022-06-01,137.129,44.526630425442306,-107.99530633073184,98523.667,0.0014
Colquitt County,2022-06-01,881.722,31.188334409977777,-83.76869251935203,767248.647,0.0011
Van Buren County,2022-06-01,1266.573,42.2509126678725,-86.01995626776811,685831.571,0.0018
Clarke County,2022-06-01,111.675,32.0406064560527,-88.68829426693868,89033.577,0.0013
Moody County,2022-06-01,72.841,44.022863249398945,-96.67079094946747,69344.78,0.0011
Ringgold County,2022-06-01,58.042,40.73455713343804,-94.24508491126753,47644.456,0.0012
Miner County,2022-06-01,15.443,44.02310854357909,-97.60937617004588,13603.598,0.0011
Denali Borough,2022-06-01,41.481,63.65968345955742,-150.2034507213164,5473.521,0.0076
Portsmouth Independent City,2022-06-01,2469.728,36.86146309368823,-76.35949417221036,1967309.73,0.0013
Providence County,2022-06-01,18643.57,41.87115899673038,-71.57886940674916,11184143.638,0.0017
Siskiyou County,2022-06-01,378.262,41.59278415693856,-122.53991082463396,198017.064,0.0019
Schuyler County,2022-06-01,68.856,40.15903332785115,-90.61440627008596,56465.478,0.0012
Broome County,2022-06-01,3732.322,42.15988439956205,-75.81896782052524,1826963.05,0.002
Leon County,2022-06-01,153.037,31.2958476194679,-95.99655608848556,215707.194,0.0007
Klickitat County,2022-06-01,242.552,45.87453987836562,-120.78866834760338,357688.933,0.0007
Carbon County,2022-06-01,63.6,45.2274821379015,-109.02551890774564,35146.704,0.0018
Goshen County,2022-06-01,329.3,42.088988204461735,-104.35249054467164,287217.184,0.0011
Bertie County,2022-06-01,168.498,36.06608738084005,-76.96811100584678,137554.802,0.0012
Saint Clair County,2022-06-01,2311.837,42.94393350773619,-82.68305775092392,1742279.76,0.0013
Warren County,2022-06-01,637.862,35.678913412787374,-85.77847617429758,422390.116,0.0015
Asotin County,2022-06-01,338.901,46.191849678040086,-117.2023634556006,297941.929,0.0011
Eau Claire County,2022-06-01,3113.823,44.72678169103181,-91.2860513774668,1905924.801,0.0016
Jefferson County,2022-06-01,233.392,41.03118898996512,-91.94941446516349,202367.63,0.0012
McLean County,2022-06-01,4284.482,40.49092625576611,-88.84711006547465,3203131.253,0.0013
Webb County,2022-06-01,5700.715,27.758692942130736,-99.33094161106897,6106198.322,0.0009
Monroe County,2022-06-01,447.267,33.894018950722625,-88.48082593268896,506629.255,0.0009
White Pine County,2022-06-01,32.107,39.443030622405246,-114.9016205356597,62052.747,0.0005
Gage County,2022-06-01,515.353,40.262017170647,-96.68957028128985,526348.883,0.001
Stevens County,2022-06-01,166.141,45.58665641040699,-96.00020735784416,98432.637,0.0017
McDonald County,2022-06-01,259.383,36.628543144782896,-94.34869687849232,134924.693,0.0019
Northumberland County,2022-06-01,37.608,37.86961551927796,-76.33290180734603,26226.401,0.0014
Worcester County,2022-06-01,15046.113,42.3520886927098,-71.9079877373684,4938104.628,0.003
Clay County,2022-06-01,2216.446,46.89263218818167,-96.49065631963173,910949.471,0.0024
Clearwater County,2022-06-01,61.905,46.67332509137539,-115.6573772035027,25673.961,0.0024
Stark County,2022-06-01,18.686,41.09312238985957,-89.79844271113865,13876.847,0.0013
Sherman County,2022-06-01,125.765,39.35115844302351,-101.71904597624646,182925.084,0.0007
Walker County,2022-06-01,859.08,30.739712646453462,-95.57431135356138,488554.814,0.0018
Ellis County,2022-06-01,3584.289,32.350041629605066,-96.79597580654324,3835985.96,0.0009
Essex County,2022-06-01,44.003,44.726850192991726,-71.73694681766365,11308.588,0.0039
Jones County,2022-06-01,963.261,31.621763510444616,-89.16945989203819,988861.207,0.001
Middlesex County,2022-06-01,33067.207,42.48549381233187,-71.39195348947896,15332301.251,0.0022
Eddy County,2022-06-01,13.752,47.717951574827104,-98.90328842116796,7143.634,0.0019
Rabun County,2022-06-01,249.17,34.882235392361885,-83.4024912548321,106967.344,0.0023
Chemung County,2022-06-01,1768.274,42.14218680652104,-76.76070344971453,1180563.929,0.0015
Hall County,2022-06-01,11.715,34.53066749024246,-100.68112998016764,13818.727,0.0008
Sargent County,2022-06-01,108.722,46.10785868134847,-97.6326832678986,150626.984,0.0007
Deaf Smith County,2022-06-01,362.158,34.965902036890114,-102.60688153233458,376095.032,0.001
Seward County,2022-06-01,522.234,37.1933206620684,-100.85115620528752,557750.783,0.0009
Red Willow County,2022-06-01,171.558,40.17637208923132,-100.4753369732148,264674.774,0.0006
Thomas County,2022-06-01,158.922,39.35122038387557,-101.055569914377,185533.287,0.0009
Avery County,2022-06-01,70.444,36.07725174515745,-81.92338133908254,33624.305,0.0021
Orange County,2022-06-01,250.812,44.005204137457305,-72.37708960568749,65166.699,0.0038
Butler County,2022-06-01,4164.169,40.911128579333145,-79.91286393330213,2220493.389,0.0019
Westmoreland County,2022-06-01,5438.667,40.31117472391472,-79.46669506221942,3208977.279,0.0017
Richland County,2022-06-01,331.549,38.71248919997856,-88.08631744521263,395895.412,0.0008
Lewis County,2022-06-01,38.844,38.53115695234397,-83.37806057587002,16959.232,0.0023
Tyler County,2022-06-01,89.454,30.770894874187505,-94.37850400187014,49330.841,0.0018
Elmore County,2022-06-01,859.949,32.59750033267977,-86.14884765043148,478875.754,0.0018
Lewis County,2022-06-01,140.039,38.995874410717455,-80.50305802345412,67133.41,0.0021
Greene County,2022-06-01,7328.805,37.25981343117127,-93.34163216422012,6962335.985,0.0011
Sullivan County,2022-06-01,602.101,43.36082212798952,-72.22193259117907,212149.312,0.0028
Moultrie County,2022-06-01,127.227,39.64031218552643,-88.6205746265653,120363.481,0.0011
Stone County,2022-06-01,135.16,36.74640636547243,-93.4556401799952,86900.082,0.0016
Macon County,2022-06-01,293.189,35.151399958070364,-83.42176743151671,165189.475,0.0018
Livingston County,2022-06-01,578.401,40.89273485817878,-88.55820049419155,612423.889,0.0009
Cowlitz County,2022-06-01,4154.789,46.19458387925187,-122.67695982129123,2870291.392,0.0014
Iron County,2022-06-01,85.922,46.208880131184515,-88.53056858494072,40628.585,0.0021
Billings County,2022-06-01,9.215,47.02443906133932,-103.37782111724424,11577.99,0.0008
Butte County,2022-06-01,19.346,43.724498067023426,-113.1698481182168,507928.906,0.0
Fairfield County,2022-06-01,12403.149,41.22466846620257,-73.36726217635503,7574378.429,0.0016
Whitman County,2022-06-01,1367.523,46.90058998450175,-117.5238424350642,804726.659,0.0017
Delaware County,2022-06-01,272.485,36.409018058475375,-94.80226052098388,171869.304,0.0016
Charles City County,2022-06-01,43.324,37.355904886197166,-77.06082977127826,17905.844,0.0024
Fremont County,2022-06-01,59.83,40.74584174636587,-95.60409771931398,49109.687,0.0012
Koochiching County,2022-06-01,512.279,48.248308171426814,-93.7851857125008,258873.143,0.002
Pawnee County,2022-06-01,8.499,40.13170660929354,-96.23619803243064,9236.561,0.0009
Becker County,2022-06-01,552.227,46.935658861773554,-95.67551780322056,390614.71,0.0014
Clark County,2022-06-01,492.16,44.73477160120608,-90.61215401884527,331077.842,0.0015
Doniphan County,2022-06-01,184.268,39.789114186558656,-95.1480954682383,152934.521,0.0012
Newport County,2022-06-01,973.491,41.484081936324024,-71.24979018000766,585507.729,0.0017
Washington County,2022-06-01,49.057,39.78491802505211,-97.0874562207373,48102.998,0.001
Knox County,2022-06-01,1209.213,40.39876800904891,-82.42158501963866,811623.03,0.0015
Gates County,2022-06-01,2.677,36.4438462888335,-76.70123129691999,4220.784,0.0006
Brewster County,2022-06-01,16.126,29.811189493633226,-103.25165306530305,24131.563,0.0007
Day County,2022-06-01,150.413,45.36872058094808,-97.60677154986068,113490.952,0.0013
Trumbull County,2022-06-01,3952.681,41.31688698825201,-80.76084092994567,3600393.992,0.0011
Delaware County,2022-06-01,4186.299,40.27833404887551,-83.00462222781888,2353262.434,0.0018
Sumner County,2022-06-01,2268.079,36.470137172114896,-86.46042099364112,1723813.992,0.0013
Northumberland County,2022-06-01,1691.968,40.85216872774029,-76.70832714488334,1017827.37,0.0017
Etowah County,2022-06-01,1504.149,34.0449577990137,-86.03483242388397,1656544.319,0.0009
Franklin County,2022-06-01,366.743,35.155823106158266,-86.09253945008615,244092.04,0.0015
Lonoke County,2022-06-01,648.103,34.75502476000896,-91.88842878932246,463402.678,0.0014
Macoupin County,2022-06-01,548.499,39.26106551220733,-89.92525682526261,540769.395,0.001
Traverse County,2022-06-01,41.464,45.772401866964536,-96.47194764329184,42030.58,0.001
Jim Hogg County,2022-06-01,7.239,27.043019967349434,-98.69867262184496,5425.575,0.0013
Cascade County,2022-06-01,1599.058,47.30784150797013,-111.34567433954469,974169.779,0.0016
Newton County,2022-06-01,150.353,40.956178270224434,-87.39725981903614,171616.449,0.0009
Cheyenne County,2022-06-01,30.639,39.786432093478695,-101.72947798135334,38586.278,0.0008
Clearfield County,2022-06-01,1154.046,41.00056252900371,-78.47405930359581,688090.591,0.0017
Garfield County,2022-06-01,8.615,46.431858237017245,-117.54566304185848,9546.999,0.0009
Whitfield County,2022-06-01,2825.772,34.806069781269954,-84.96805316037661,3241515.512,0.0009
Onondaga County,2022-06-01,11561.455,43.006995601577366,-76.19451234510349,6196508.494,0.0019
Union County,2022-06-01,23.745,36.48129886798747,-103.47004449267352,18986.922,0.0013
Lowndes County,2022-06-01,2190.676,30.83257631916606,-83.26800741756374,2037181.117,0.0011
Jo Daviess County,2022-06-01,354.747,42.367112111192505,-90.21197767106118,318994.203,0.0011
Sangamon County,2022-06-01,4756.738,39.75821690930659,-89.6588450496616,4766410.451,0.001
Calloway County,2022-06-01,580.385,36.62137110295205,-88.2721810578846,691062.179,0.0008
Washington County,2022-06-01,1598.02,37.28180022107998,-113.50772073544294,1893385.139,0.0008
Hillsborough County,2022-06-01,7141.936,42.91521915268391,-71.71640204804726,3034976.559,0.0024
Oscoda County,2022-06-01,76.369,44.68077200845993,-84.13098880114333,30371.537,0.0025
Mississippi County,2022-06-01,664.307,35.76375611964681,-90.05272181918532,2347599.733,0.0003
Sullivan County,2022-06-01,3235.852,36.51312432406595,-82.30435891087544,2800013.706,0.0012
Mercer County,2022-06-01,2131.137,41.30344454368488,-80.25667482260752,1379391.605,0.0015
Dawson County,2022-06-01,189.159,32.742514245841846,-101.9479841192588,162782.58,0.0012
Grayson County,2022-06-01,1819.517,33.62793068464113,-96.6773929301148,1731555.448,0.0011
Burt County,2022-06-01,64.423,41.85258569571657,-96.32825796297028,42491.965,0.0015
Hayes County,2022-06-01,3.805,40.52409452180179,-101.06048256207586,4756.533,0.0008
Ozaukee County,2022-06-01,2766.488,43.38516326167339,-87.95059942107778,1747260.318,0.0016
Lee County,2022-06-01,51.277,36.70568398594411,-83.1290685080442,17203.004,0.003
Wayne County,2022-06-01,1750.498,40.82906548201542,-81.88827772208111,1106111.279,0.0016
Orleans County,2022-06-01,436.176,44.82874803578535,-72.24380168157084,124362.604,0.0035
Cass County,2022-06-01,695.113,41.91618777081527,-85.99380081263624,316248.196,0.0022
Aleutians West Census Area,2022-06-01,619.899,52.65132302582897,-83.85066504300174,52834.237,0.0117
Hart County,2022-06-01,185.078,37.29982041286925,-85.88489697059208,160516.671,0.0012
Scioto County,2022-06-01,1183.509,38.80373301410837,-82.99276239121635,665484.457,0.0018
Hennepin County,2022-06-01,34610.175,45.00622295024967,-93.47828859220944,22804770.517,0.0015
Hampshire County,2022-06-01,3199.727,42.34002107581333,-72.66388797231595,1014027.835,0.0032
Grady County,2022-06-01,595.951,35.019131914681935,-97.88480508328732,696066.264,0.0009
York County,2022-06-01,5213.53,34.97444777787603,-81.18471851620271,3567632.466,0.0015
Johnston County,2022-06-01,34.728,34.31851969286927,-96.6629709518959,21660.976,0.0016
Ascension Parish,2022-06-01,1846.982,30.204084329642388,-90.91117218377116,3228389.147,0.0006
Wayne County,2022-06-01,1546.758,35.3635663559089,-78.00505063373822,1309689.913,0.0012
Tazewell County,2022-06-01,3571.1,40.50766609275709,-89.51286110518453,3094496.085,0.0012
Bath County,2022-06-01,23.776,38.14482297777484,-83.74240883656766,12418.959,0.0019
Nicollet County,2022-06-01,1196.355,44.35075022211201,-94.24703823372988,692243.132,0.0017
Abbeville County,2022-06-01,274.018,34.22316534205619,-82.45830243623014,201605.089,0.0014
Upson County,2022-06-01,336.84,32.88140147143616,-84.30017066507844,229704.765,0.0015
Barron County,2022-06-01,1327.413,45.42369076948062,-91.8482182828966,809753.45,0.0016
Kingman County,2022-06-01,70.549,37.55996747300148,-98.13714269277564,75411.587,0.0009
Pushmataha County,2022-06-01,24.719,34.41604290228888,-95.37685127788951,16436.545,0.0015
Van Zandt County,2022-06-01,337.812,32.56450818668689,-95.83634052620982,285153.429,0.0012
Harrison County,2022-06-01,1304.735,32.54797457078201,-94.3716322093196,1536922.438,0.0008
Brown County,2022-06-01,200.915,39.96168534612271,-90.74992417564503,193478.816,0.001
Mecosta County,2022-06-01,666.686,43.64004621702496,-85.325663908583,241831.196,0.0028
Webster County,2022-06-01,372.644,37.28240019568428,-92.874688568553,246726.543,0.0015
Warren County,2022-06-01,1298.598,32.35922142354058,-90.8529443496155,1082872.311,0.0012
Camden County,2022-06-01,11630.122,39.80493428548779,-74.9598292883973,7757766.725,0.0015
Pierce County,2022-06-01,290.915,31.358954863472277,-82.21318592795618,193898.763,0.0015
Wahkiakum County,2022-06-01,37.487,46.2919351600802,-123.4466404912832,20740.004,0.0018
Cheyenne County,2022-06-01,217.527,41.21914447041531,-102.99530384996754,211789.168,0.001
Carteret County,2022-06-01,464.029,34.79685494796726,-76.51517732327939,523399.654,0.0009
Sabine County,2022-06-01,64.356,31.344841103543303,-93.8541217786905,64148.692,0.001
Wilson County,2022-06-01,216.305,29.174283699642107,-98.08554986108406,111157.515,0.0019
Grant County,2022-06-01,199.651,38.64865360014268,-84.62443159717334,91493.254,0.0022
Custer County,2022-06-01,18.034,44.24112459089716,-114.2809356411092,7679.913,0.0023
Manassas Independent City,2022-06-01,1605.802,38.74672736816087,-77.48535961221029,760645.028,0.0021
Hettinger County,2022-06-01,17.837,46.43312594626121,-102.4618628479182,11345.035,0.0016
Penobscot County,2022-06-01,4105.704,45.40052444857117,-68.6494433050148,1728631.531,0.0024
Defiance County,2022-06-01,1125.985,41.32412112666802,-84.49144270826054,934919.996,0.0012
Lebanon County,2022-06-01,2936.604,40.367931741889315,-76.45961210292282,1684307.434,0.0017
