source_name,any_value(e.start_time),iso3_country,sum(e.emissions_quantity),capacity,co2_per_m2
Saint Cloud Urban Area,2021-01-01,USA,502701.02318,3037504.852,0.1655
Bradford County,2021-01-01,USA,66644.79434,402930.106,0.1654
Big Stone County,2021-01-01,USA,7530.497370000003,45540.794,0.1654
Winona County,2021-01-01,USA,188834.27899000002,1141346.084,0.1654
Washington County,2021-01-01,USA,86187.14660000002,521320.945,0.1653
Stone County,2021-01-01,USA,6504.265329999997,39359.849,0.1653
Juneau County,2021-01-01,USA,59157.41914000002,357950.886,0.1653
Gratiot County,2021-01-01,USA,65026.53256,393538.298,0.1652
Stevens County,2021-01-01,USA,16251.067179999998,98432.637,0.1651
Lincoln County,2021-01-01,USA,10786.701979999998,65402.762,0.1649
Clinton County,2021-01-01,USA,19295.52927,116978.103,0.1649
Dakota County,2021-01-01,USA,78930.24457000001,479058.147,0.1648
Haralson County,2021-01-01,USA,43759.37957,265496.766,0.1648
Flathead County,2021-01-01,USA,174456.37266000002,1059463.341,0.1647
Stewart County,2021-01-01,USA,1312.9261199999996,7972.899,0.1647
Mercer County,2021-01-01,USA,889724.1895999999,5406222.957,0.1646
Schley County,2021-01-01,USA,10481.919430000002,63710.514,0.1645
Drew County,2021-01-01,USA,29248.90235999999,177761.909,0.1645
Henderson County,2021-01-01,USA,151158.20637000003,919216.45,0.1644
Mower County,2021-01-01,USA,91708.04513000003,557831.864,0.1644
Sibley County,2021-01-01,USA,8212.47638,49979.461,0.1643
Albemarle County,2021-01-01,USA,106689.3758,649877.379,0.1642
Bleckley County,2021-01-01,USA,17404.708130000006,105980.023,0.1642
Daggett County,2021-01-01,USA,102.27515,623.063,0.1641
Marquette County,2021-01-01,USA,160657.13787,979510.599,0.164
Real County,2021-01-01,USA,121.24913999999998,739.238,0.164
Fannin County,2021-01-01,USA,22019.40315,134395.477,0.1638
Okanogan County,2021-01-01,USA,68005.58505000001,415281.705,0.1638
Sevier County,2021-01-01,USA,11550.714420000002,70513.581,0.1638
Walthall County,2021-01-01,USA,4747.23391,29002.3,0.1637
Worth County,2021-01-01,USA,17208.987110000002,105314.218,0.1634
New Haven County,2021-01-01,USA,1446749.0702199999,8853675.197,0.1634
Quitman County,2021-01-01,USA,485.76493999999997,2973.471,0.1634
Le Sueur County,2021-01-01,USA,36250.38779000001,222017.59,0.1633
Gaston County,2021-01-01,USA,386096.8697500001,2364250.7,0.1633
Costilla County,2021-01-01,USA,873.41037,5351.75,0.1632
Lancaster County,2021-01-01,USA,80058.11653999994,490411.905,0.1632
White County,2021-01-01,USA,28469.026069999996,174406.905,0.1632
Evans County,2021-01-01,USA,15789.051920000002,96727.397,0.1632
Bellingham Urban Area,2021-01-01,USA,422358.24392999994,2587822.16,0.1632
Leavenworth County,2021-01-01,USA,141867.77837,869952.436,0.1631
Searcy County,2021-01-01,USA,1533.9278199999997,9405.252,0.1631
Chippewa County,2021-01-01,USA,190193.18495,1166650.395,0.163
Crawford County,2021-01-01,USA,29441.38723,180666.941,0.163
Marion County,2021-01-01,USA,47788.916450000004,293364.085,0.1629
Glacier County,2021-01-01,USA,19078.136119999996,117142.279,0.1629
Stephens County,2021-01-01,USA,35635.85266999999,219001.145,0.1627
Idaho Falls Urban Area,2021-01-01,USA,331233.92780999996,2035364.469,0.1627
Mifflin County,2021-01-01,USA,130938.40457999996,804919.11,0.1627
Nassau County,2021-01-01,USA,2695975.7557700006,16583599.556,0.1626
Warren County,2021-01-01,USA,55936.08219999999,344626.286,0.1623
Pickett County,2021-01-01,USA,2293.11834,14140.475,0.1622
Snyder County,2021-01-01,USA,62605.19284,385908.711,0.1622
Pawnee County,2021-01-01,USA,7305.50448,45077.644,0.1621
Madison County,2021-01-01,USA,5366.3243,33104.653,0.1621
Freeborn County,2021-01-01,USA,91481.47203999998,564714.404,0.162
Johnston County,2021-01-01,USA,3509.320010000001,21660.976,0.162
Washington County,2021-01-01,USA,349173.78608000005,2156295.271,0.1619
Lancaster County,2021-01-01,USA,3159.737299999999,19516.058,0.1619
Webster County,2021-01-01,USA,1487.4331099999997,9188.455,0.1619
Schoolcraft County,2021-01-01,USA,10314.62334,63753.231,0.1618
Coryell County,2021-01-01,USA,71501.70115,441987.726,0.1618
Philadelphia Urban Area,2021-01-01,USA,12804208.248960003,79195199.512,0.1617
Manistee County,2021-01-01,USA,42738.80416,264347.642,0.1617
Rockcastle County,2021-01-01,USA,2584.057610000001,15982.938,0.1617
Brooke County,2021-01-01,USA,84691.70465000003,524043.541,0.1616
Medina County,2021-01-01,USA,30130.317869999988,186439.404,0.1616
Jefferson County,2021-01-01,USA,25094.519320000003,155325.182,0.1616
Allen County,2021-01-01,USA,13658.611459999996,84564.844,0.1615
Plumas County,2021-01-01,USA,8791.04671,54454.8,0.1614
Tuolumne County,2021-01-01,USA,40890.54452000001,253614.719,0.1612
Coweta County,2021-01-01,USA,238956.84948000003,1482039.326,0.1612
Saint Francois County,2021-01-01,USA,70548.83207999996,437574.473,0.1612
Rochester Urban Area,2021-01-01,USA,608306.89713,3775406.358,0.1611
Levy County,2021-01-01,USA,16758.82273000001,104121.732,0.161
Moffat County,2021-01-01,USA,24677.490569999994,153288.465,0.161
Charles County,2021-01-01,USA,210676.82189999995,1309195.624,0.1609
Alleghany County,2021-01-01,USA,15087.298840000003,93805.134,0.1608
Montgomery County,2021-01-01,USA,218011.13396000012,1355590.954,0.1608
Loup County,2021-01-01,USA,166.13963999999999,1033.454,0.1608
Wagoner County,2021-01-01,USA,72838.35662,453133.925,0.1607
Montgomery County,2021-01-01,USA,40519.61395000001,252202.172,0.1607
Scotland County,2021-01-01,USA,60288.20089000001,375152.95,0.1607
Delaware County,2021-01-01,USA,27598.630729999997,171869.304,0.1606
Polk County,2021-01-01,USA,112251.02757,699308.437,0.1605
Carroll County,2021-01-01,USA,25992.340750000003,161950.27,0.1605
Union County,2021-01-01,USA,79575.03778,495720.176,0.1605
Anderson County,2021-01-01,USA,27818.944199999994,173397.211,0.1604
Mercer County,2021-01-01,USA,73019.88192,455204.455,0.1604
Caldwell County,2021-01-01,USA,23151.722120000002,144467.577,0.1603
Washington County,2021-01-01,USA,291642.50739999994,1819849.622,0.1603
Olmsted County,2021-01-01,USA,583170.4569199999,3638522.746,0.1603
Bonneville County,2021-01-01,USA,321441.89869,2006671.17,0.1602
Greeley Urban Area,2021-01-01,USA,326233.30126,2036919.589,0.1602
Chattooga County,2021-01-01,USA,35204.03653,219701.888,0.1602
Hancock County,2021-01-01,USA,167614.83558999997,1047565.6,0.16
Monmouth County,2021-01-01,USA,784943.8798000002,4906711.174,0.16
Iredell County,2021-01-01,USA,361517.90929,2260591.944,0.1599
Carter County,2021-01-01,USA,16081.006019999999,100620.473,0.1598
Webster County,2021-01-01,USA,8749.956419999997,54800.536,0.1597
Lincoln County,2021-01-01,USA,173791.41962,1087996.959,0.1597
Inyo County,2021-01-01,USA,16151.329529999995,101126.933,0.1597
Lancaster County,2021-01-01,USA,1176563.4319000002,7371868.445,0.1596
Worth County,2021-01-01,USA,1375.0406799999994,8614.722,0.1596
Columbia County,2021-01-01,USA,102119.28767,640080.376,0.1595
Meigs County,2021-01-01,USA,4916.304299999999,30815.078,0.1595
Adams County,2021-01-01,USA,18255.091190000006,114692.987,0.1592
Muskegon County,2021-01-01,USA,375686.9372599999,2360770.186,0.1591
Greene County,2021-01-01,USA,16064.630859999997,100946.696,0.1591
Lake County,2021-01-01,USA,20252.1552,127398.768,0.159
Johnson County,2021-01-01,USA,107385.68337000003,675339.954,0.159
Newport County,2021-01-01,USA,93074.69511999999,585507.729,0.159
Imperial County,2021-01-01,USA,219485.12154,1381659.942,0.1589
Douglas County,2021-01-01,USA,77088.61492000002,485286.321,0.1589
Newton County,2021-01-01,USA,13767.493289999995,86661.44,0.1589
Hardee County,2021-01-01,USA,15569.936770000002,97986.397,0.1589
Red Lake County,2021-01-01,USA,15313.29158,96451.353,0.1588
Kalawao County,2021-01-01,USA,41.276599999999995,260.158,0.1587
De Kalb County,2021-01-01,USA,15989.87711,100803.363,0.1586
Union County,2021-01-01,USA,59658.939119999995,376323.684,0.1585
Benton County,2021-01-01,USA,161835.33086000002,1020796.891,0.1585
Santa Cruz Urban Area,2021-01-01,USA,320804.97422,2025018.846,0.1584
Highland County,2021-01-01,USA,33973.898239999995,214676.008,0.1583
Franklin County,2021-01-01,USA,61657.487180000004,389845.297,0.1582
Banks County,2021-01-01,USA,16417.519279999997,103795.543,0.1582
Providence Urban Area,2021-01-01,USA,3431209.01644,21687978.112,0.1582
Chowan County,2021-01-01,USA,14016.318669999995,88609.424,0.1582
Rich County,2021-01-01,USA,173.99694000000005,1100.481,0.1581
Cass County,2021-01-01,USA,154599.3992,977722.778,0.1581
Latah County,2021-01-01,USA,59010.22527999999,373275.16,0.1581
Miami County,2021-01-01,USA,33784.40225,213831.343,0.158
Washburn County,2021-01-01,USA,35169.963480000006,222586.216,0.158
Itasca County,2021-01-01,USA,65309.239289999976,413462.262,0.158
Northumberland County,2021-01-01,USA,160712.45794000002,1017827.37,0.1579
Shenandoah County,2021-01-01,USA,57697.078659999985,365446.339,0.1579
Grant County,2021-01-01,USA,5125.4276199999995,32465.876,0.1579
Yuba County,2021-01-01,USA,72991.28933,462386.806,0.1579
Perry County,2021-01-01,USA,5190.492009999999,32901.006,0.1578
Madison Urban Area,2021-01-01,USA,2038953.7005500006,12925257.16,0.1577
Frontier County,2021-01-01,USA,3051.70438,19354.111,0.1577
Macon County,2021-01-01,USA,27444.714219999998,174065.793,0.1577
Hancock County,2021-01-01,USA,54899.881219999996,348398.437,0.1576
Saint Joseph County,2021-01-01,USA,113796.76355999998,722090.356,0.1576
Upshur County,2021-01-01,USA,16221.617880000002,103020.363,0.1575
Roseau County,2021-01-01,USA,40560.39649999999,257537.953,0.1575
Muskingum County,2021-01-01,USA,152508.03792000003,968002.231,0.1575
Dane County,2021-01-01,USA,1968277.8604,12499945.099,0.1575
Waushara County,2021-01-01,USA,31918.118179999994,202777.362,0.1574
Pike County,2021-01-01,USA,22054.721949999996,140092.045,0.1574
Emmet County,2021-01-01,USA,47177.068500000016,299868.027,0.1573
Minneapolis [Saint Paul] Urban Area,2021-01-01,USA,8902014.746289996,56644862.167,0.1572
Pearl River County,2021-01-01,USA,41722.53185000001,265386.704,0.1572
Westmoreland County,2021-01-01,USA,504602.19141999993,3208977.279,0.1572
Kent County,2021-01-01,USA,345087.5615199999,2196454.44,0.1571
Stearns County,2021-01-01,USA,431773.69908999995,2747657.59,0.1571
Hillsdale County,2021-01-01,USA,66534.12194999999,423474.74,0.1571
Rutland County,2021-01-01,USA,84322.23135999998,536603.738,0.1571
Clinton County,2021-01-01,USA,89907.90792999999,572775.773,0.157
Frederick County,2021-01-01,USA,464436.92369999987,2958291.293,0.157
Greenbrier County,2021-01-01,USA,17548.228959999997,111922.933,0.1568
Berkeley County,2021-01-01,USA,220070.18162000005,1403064.708,0.1568
Houston County,2021-01-01,USA,792.9948999999999,5057.049,0.1568
Peach County,2021-01-01,USA,55074.82407,351267.386,0.1568
Cass County,2021-01-01,USA,758189.68902,4838546.818,0.1567
Sagadahoc County,2021-01-01,USA,40073.608140000004,255704.551,0.1567
Hemet Urban Area,2021-01-01,USA,188439.21013000002,1202746.414,0.1567
Bedford City County,2021-01-01,USA,15993.344530000002,102034.999,0.1567
Hinsdale County,2021-01-01,USA,111.04916999999998,709.32,0.1566
Preble County,2021-01-01,USA,36194.54299999999,231279.486,0.1565
Clinton County,2021-01-01,USA,155175.76416,991737.658,0.1565
Logan County,2021-01-01,USA,817.10223,5225.11,0.1564
Humboldt County,2021-01-01,USA,187933.61855999994,1202254.965,0.1563
Custer County,2021-01-01,USA,1716.1525300000005,10977.127,0.1563
Raleigh County,2021-01-01,USA,67692.25293999998,433320.796,0.1562
McHenry County,2021-01-01,USA,625010.1394999999,4007407.465,0.156
Morgan County,2021-01-01,USA,83755.37883999999,536728.716,0.156
Chautauqua County,2021-01-01,USA,171086.02443999998,1097416.294,0.1559
Murray County,2021-01-01,USA,114115.43324,732017.527,0.1559
Sharkey County,2021-01-01,USA,973.0043300000003,6246.487,0.1558
Fayette County,2021-01-01,USA,288196.6292699999,1849619.387,0.1558
Summit County,2021-01-01,USA,23627.544100000006,151672.407,0.1558
Coconino County,2021-01-01,USA,265189.0093699999,1704602.292,0.1556
Stone County,2021-01-01,USA,13512.760360000002,86900.082,0.1555
Siskiyou County,2021-01-01,USA,30780.5636,198017.064,0.1554
Fairfield County,2021-01-01,USA,1177283.18446,7574378.429,0.1554
Lehigh County,2021-01-01,USA,910450.4025099998,5864182.888,0.1553
Cocke County,2021-01-01,USA,35183.32361000001,226537.054,0.1553
Madison County,2021-01-01,USA,14874.259229999994,95798.709,0.1553
Essex County,2021-01-01,USA,16436.639649999997,105936.051,0.1552
Clay County,2021-01-01,USA,9237.326440000003,59534.62,0.1552
Charlotte County,2021-01-01,USA,4891.075650000001,31511.818,0.1552
Logan County,2021-01-01,USA,35031.30936999999,225692.017,0.1552
Warren County,2021-01-01,USA,65572.43147,422390.116,0.1552
Calhoun County,2021-01-01,USA,304075.49452000007,1959875.927,0.1552
Nowata County,2021-01-01,USA,6182.17821,39857.104,0.1551
Blount County,2021-01-01,USA,24639.23785,158857.39,0.1551
Akron Urban Area,2021-01-01,USA,1130062.3431599997,7285181.47,0.1551
Trinity County,2021-01-01,USA,5458.303690000001,35221.353,0.155
Morgan County,2021-01-01,USA,9014.99131,58177.099,0.155
Jefferson County,2021-01-01,USA,25274.084339999998,163057.649,0.155
Pepin County,2021-01-01,USA,11775.883749999997,75999.012,0.1549
Franklin County,2021-01-01,USA,37794.90898999998,244092.04,0.1548
Charlottesville Independent City,2021-01-01,USA,197464.42190000002,1275200.264,0.1548
McAllen Urban Area,2021-01-01,USA,956407.2046400001,6177530.748,0.1548
Clearfield County,2021-01-01,USA,106425.29823999997,688090.591,0.1547
Richland County,2021-01-01,USA,11490.494680000002,74283.137,0.1547
Ramsey County,2021-01-01,USA,1444507.5346499996,9344878.162,0.1546
Frederick Urban Area,2021-01-01,USA,459707.23469000024,2973261.422,0.1546
Putnam County,2021-01-01,USA,53193.46160000001,344519.366,0.1544
Montezuma County,2021-01-01,USA,12636.103229999997,81910.704,0.1543
Chesterfield County,2021-01-01,USA,61078.21088,395803.724,0.1543
Greenup County,2021-01-01,USA,65278.49673000001,423265.647,0.1542
Forsyth County,2021-01-01,USA,414194.89109999995,2691624.688,0.1539
Maries County,2021-01-01,USA,3933.4437300000004,25558.558,0.1539
Franklin County,2021-01-01,USA,186708.85759,1213183.833,0.1539
Arapahoe County,2021-01-01,USA,1404919.5917699996,9140811.955,0.1537
Westmoreland County,2021-01-01,USA,5142.707010000001,33477.814,0.1536
George County,2021-01-01,USA,13198.034780000002,85934.587,0.1536
Red River Parish,2021-01-01,USA,6471.704250000001,42170.824,0.1535
Scott County,2021-01-01,USA,20601.78661,134233.736,0.1535
Union County,2021-01-01,USA,16743.58385,109049.271,0.1535
Lee County,2021-01-01,USA,15336.764900000002,100007.272,0.1534
Dallas County,2021-01-01,USA,14229.41386,92835.909,0.1533
Waukegan Urban Area,2021-01-01,USA,1462251.0402399998,9544046.115,0.1532
Larimer County,2021-01-01,USA,726807.5416900002,4746031.47,0.1531
Archuleta County,2021-01-01,USA,5340.106700000001,34913.372,0.153
Hidalgo County,2021-01-01,USA,968663.2928300002,6332204.29,0.153
Moore County,2021-01-01,USA,2368.4377200000004,15477.985,0.153
Chesterfield County,2021-01-01,USA,711863.0854,4652572.339,0.153
Grand Traverse County,2021-01-01,USA,200685.93681999994,1312462.924,0.1529
Rio Arriba County,2021-01-01,USA,19737.595179999993,129122.096,0.1529
Barron County,2021-01-01,USA,123772.30483999998,809753.45,0.1529
Menominee County,2021-01-01,USA,36497.380730000004,238665.688,0.1529
Fremont County,2021-01-01,USA,63850.58612,417576.289,0.1529
Lincoln County,2021-01-01,USA,75378.71952,493134.992,0.1529
Williamsburg County,2021-01-01,USA,26169.05923999999,171182.336,0.1529
Olympia Urban Area,2021-01-01,USA,521781.27878000017,3415451.391,0.1528
Eau Claire County,2021-01-01,USA,291202.02746000007,1905924.801,0.1528
Cayuga County,2021-01-01,USA,81065.47257,530601.71,0.1528
Wake County,2021-01-01,USA,2138690.7688200003,14005308.872,0.1527
Lawrence County,2021-01-01,USA,11050.162089999996,72378.128,0.1527
Wabasha County,2021-01-01,USA,59814.61991999998,391993.836,0.1526
Raleigh Urban Area,2021-01-01,USA,3178081.2491300013,20842636.469,0.1525
Cheyenne Urban Area,2021-01-01,USA,147543.24849000003,967577.083,0.1525
Thurston County,2021-01-01,USA,533177.28663,3497420.62,0.1524
York County,2021-01-01,USA,543783.7600600002,3567632.466,0.1524
Washington County,2021-01-01,USA,68386.05256,448950.685,0.1523
Lancaster Urban Area,2021-01-01,USA,969711.9311300003,6365626.666,0.1523
Ashtabula County,2021-01-01,USA,119208.5783,782578.384,0.1523
Caroline County,2021-01-01,USA,95144.88402,625518.731,0.1521
Calaveras County,2021-01-01,USA,10964.159680000002,72062.917,0.1521
Lynchburg Independent City,2021-01-01,USA,223374.03793999998,1469869.81,0.152
Richland County,2021-01-01,USA,27122.400409999995,178482.663,0.152
Onslow County,2021-01-01,USA,155852.20192000002,1025146.746,0.152
Greene County,2021-01-01,USA,217099.39927999995,1428657.669,0.152
Benton County,2021-01-01,USA,13465.408709999998,88641.967,0.1519
Pushmataha County,2021-01-01,USA,2497.0219700000002,16436.545,0.1519
Providence County,2021-01-01,USA,1697956.4236599996,11184143.638,0.1518
Randolph County,2021-01-01,USA,12684.857029999997,83553.146,0.1518
Gem County,2021-01-01,USA,18813.157110000004,123995.37,0.1517
Davis County,2021-01-01,USA,697157.8691300002,4595327.729,0.1517
Monroe County,2021-01-01,USA,60699.739779999996,400165.046,0.1517
Bond County,2021-01-01,USA,13765.906029999996,90733.741,0.1517
Carlisle County,2021-01-01,USA,479.74775,3163.878,0.1516
Vance County,2021-01-01,USA,90176.60127,594885.378,0.1516
Glades County,2021-01-01,USA,3687.7345199999995,24324.77,0.1516
Bridgeport Urban Area,2021-01-01,USA,1671151.79638,11021077.796,0.1516
Sioux County,2021-01-01,USA,120.45866000000002,795.198,0.1515
Green Lake County,2021-01-01,USA,37634.672430000006,248597.477,0.1514
Pierce County,2021-01-01,USA,9487.318070000001,62656.524,0.1514
Callaway County,2021-01-01,USA,65458.8774,432724.767,0.1513
Flint Urban Area,2021-01-01,USA,786735.7490599998,5201300.99,0.1513
Cherokee County,2021-01-01,USA,42872.138479999994,283542.87,0.1512
Cheatham County,2021-01-01,USA,59670.62270000002,394594.963,0.1512
Clinton County,2021-01-01,USA,4171.022699999999,27585.038,0.1512
Toole County,2021-01-01,USA,11809.062159999998,78102.619,0.1512
Dearborn County,2021-01-01,USA,92223.60624000002,610253.239,0.1511
Stokes County,2021-01-01,USA,65780.8828,435393.915,0.1511
Wheatland County,2021-01-01,USA,1201.1277599999999,7948.354,0.1511
Rockdale County,2021-01-01,USA,301165.02719,1994490.261,0.151
Henry County,2021-01-01,USA,68289.09854,452638.516,0.1509
Duplin County,2021-01-01,USA,52859.88527000001,350217.134,0.1509
Rockbridge County,2021-01-01,USA,18585.881860000005,123155.199,0.1509
Jackson County,2021-01-01,USA,29394.56577999999,194785.221,0.1509
Jefferson County,2021-01-01,USA,176320.67578,1168708.154,0.1509
Radford Independent City,2021-01-01,USA,20353.648729999994,134840.458,0.1509
Clallam County,2021-01-01,USA,83885.8933,556359.331,0.1508
Attala County,2021-01-01,USA,19918.64657,132260.866,0.1506
Alamosa County,2021-01-01,USA,25301.367209999997,168026.709,0.1506
Anderson County,2021-01-01,USA,386916.11986999994,2569152.641,0.1506
Montrose County,2021-01-01,USA,58665.794269999984,389804.436,0.1505
Lee County,2021-01-01,USA,8020.771129999998,53310.171,0.1505
Fort Collins Urban Area,2021-01-01,USA,476133.20840000006,3163537.792,0.1505
Uinta County,2021-01-01,USA,23251.391299999996,154517.974,0.1505
Jackson County,2021-01-01,USA,1577.2770100000005,10482.976,0.1505
Jefferson County,2021-01-01,USA,179027.86978999994,1189667.9,0.1505
Loveland Urban Area,2021-01-01,USA,230561.69118999998,1532797.48,0.1504
Calhoun County,2021-01-01,USA,10430.487519999999,69335.778,0.1504
Culpeper County,2021-01-01,USA,55269.537189999995,367808.323,0.1503
Cook County,2021-01-01,USA,15052546.50117,100127041.947,0.1503
Conecuh County,2021-01-01,USA,7061.524480000001,46988.438,0.1503
Cleburne County,2021-01-01,USA,11902.855119999998,79248.513,0.1502
Sumter County,2021-01-01,USA,7522.406619999999,50190.936,0.1499
Owen County,2021-01-01,USA,7902.329420000001,52740.396,0.1498
Webster County,2021-01-01,USA,36960.79854000002,246726.543,0.1498
Metcalfe County,2021-01-01,USA,5012.402729999998,33493.813,0.1497
Crawford County,2021-01-01,USA,23677.641030000003,158237.198,0.1496
Lewis and Clark County,2021-01-01,USA,164615.39120999997,1100330.447,0.1496
Goodhue County,2021-01-01,USA,120967.93327000004,808801.38,0.1496
Chilton County,2021-01-01,USA,51158.10066999999,342244.464,0.1495
Morehouse Parish,2021-01-01,USA,29602.08761,198021.696,0.1495
Campbell County,2021-01-01,USA,83082.28297000001,556465.566,0.1493
Spalding County,2021-01-01,USA,110357.44456000002,738975.931,0.1493
Chaffee County,2021-01-01,USA,19366.62655,129822.021,0.1492
Mecklenburg County,2021-01-01,USA,35109.34403999999,235516.317,0.1491
East Carroll Parish,2021-01-01,USA,6208.839950000001,41642.214,0.1491
Monroe County,2021-01-01,USA,25323.6556,170006.214,0.149
Laurel County,2021-01-01,USA,95041.02655000002,638344.356,0.1489
Genesee County,2021-01-01,USA,716699.5870799999,4813313.775,0.1489
Saint Clair County,2021-01-01,USA,3323.813799999998,22321.619,0.1489
Bedford County,2021-01-01,USA,50629.705789999985,340028.993,0.1489
Cooper County,2021-01-01,USA,21093.28101,141794.885,0.1488
Ogden Urban Area,2021-01-01,USA,1265732.74695,8506466.541,0.1488
Grant County,2021-01-01,USA,6115.222270000002,41085.985,0.1488
Lawrence County,2021-01-01,USA,143189.41543000002,962164.102,0.1488
Erie County,2021-01-01,USA,429599.08489000006,2889869.042,0.1487
Bexar County,2021-01-01,USA,3832219.8842800003,25766436.669,0.1487
Kandiyohi County,2021-01-01,USA,117045.30146999999,786872.688,0.1487
Johnson County,2021-01-01,USA,250057.40250999999,1683136.234,0.1486
Wayne County,2021-01-01,USA,164325.68399999998,1106111.279,0.1486
Fulton County,2021-01-01,USA,19173.446369999994,129062.695,0.1486
Salinas Urban Area,2021-01-01,USA,594813.6231699998,4005173.299,0.1485
Lake County,2021-01-01,USA,7930.1804,53426.808,0.1484
Clarion County,2021-01-01,USA,66534.77116000002,448275.841,0.1484
Benewah County,2021-01-01,USA,12233.150510000003,82407.083,0.1484
Broadwater County,2021-01-01,USA,5621.21136,37902.715,0.1483
Wabaunsee County,2021-01-01,USA,2576.21026,17387.475,0.1482
Wicomico County,2021-01-01,USA,217723.57915000006,1469076.819,0.1482
Golden Valley County,2021-01-01,USA,139.19065999999998,939.394,0.1482
Otter Tail County,2021-01-01,USA,104560.68021000002,706000.261,0.1481
Ocean County,2021-01-01,USA,595152.2941400001,4018025.249,0.1481
Chase County,2021-01-01,USA,947.8343699999999,6401.378,0.1481
Dodge County,2021-01-01,USA,17752.462509999998,119968.868,0.148
Meagher County,2021-01-01,USA,1074.89572,7261.891,0.148
Dallas County,2021-01-01,USA,7088.574789999999,47938.663,0.1479
Atlantic County,2021-01-01,USA,369382.0013,2496921.139,0.1479
Weakley County,2021-01-01,USA,70299.07746000001,475258.685,0.1479
Winston County,2021-01-01,USA,19147.641939999998,129481.476,0.1479
Washington County,2021-01-01,USA,354852.57700000005,2402489.333,0.1477
Iowa County,2021-01-01,USA,41360.21455,280116.092,0.1477
Accomack County,2021-01-01,USA,31282.30773,211725.066,0.1477
Grant County,2021-01-01,USA,49.496809999999996,335.34,0.1476
New Castle County,2021-01-01,USA,1531231.2903200004,10374961.824,0.1476
Union County,2021-01-01,USA,370610.95395000005,2510563.378,0.1476
Gladwin County,2021-01-01,USA,13245.867269999997,89740.904,0.1476
Erie Urban Area,2021-01-01,USA,423339.69097000005,2870554.498,0.1475
Dallas County,2021-01-01,USA,183962.55404,1247875.744,0.1474
Concordia Parish,2021-01-01,USA,15663.279719999999,106275.994,0.1474
Madera County,2021-01-01,USA,200055.18186999997,1358066.279,0.1473
Ramsey County,2021-01-01,USA,33976.32755999999,230744.996,0.1472
Snohomish County,2021-01-01,USA,1469216.8080199999,9984260.337,0.1472
Henry County,2021-01-01,USA,15330.0556,104134.327,0.1472
Wilkes-Barre Urban Area,2021-01-01,USA,496617.30489,3377036.341,0.1471
Isle of Wight County,2021-01-01,USA,65871.02526,447926.829,0.1471
Robertson County,2021-01-01,USA,112279.57391,764390.888,0.1469
Robeson County,2021-01-01,USA,162678.99002,1107506.672,0.1469
Camden County,2021-01-01,USA,31578.341590000004,214988.537,0.1469
Jefferson County,2021-01-01,USA,52025.27794000001,354297.524,0.1468
Broomfield City and County,2021-01-01,USA,168943.61135,1151145.07,0.1468
Dunn County,2021-01-01,USA,136686.88147000002,931913.144,0.1467
Mendocino County,2021-01-01,USA,74086.03111000003,504851.44,0.1467
Wheeler County,2021-01-01,USA,190.06288,1296.1,0.1466
Grant County,2021-01-01,USA,1001.8289199999998,6832.38,0.1466
Pierce County,2021-01-01,USA,28411.501050000006,193898.763,0.1465
Kootenai County,2021-01-01,USA,227581.94428,1554476.919,0.1464
Laurens County,2021-01-01,USA,157558.29736000006,1075935.66,0.1464
Monroe County,2021-01-01,USA,327232.00833000004,2236953.544,0.1463
Unicoi County,2021-01-01,USA,22683.31789,155010.452,0.1463
Perry County,2021-01-01,USA,26313.000529999998,179798.135,0.1463
Missoula County,2021-01-01,USA,294705.8024299999,2016079.231,0.1462
Davis Urban Area,2021-01-01,USA,232650.65803000002,1590964.102,0.1462
Andrew County,2021-01-01,USA,18629.59537,127443.775,0.1462
Burt County,2021-01-01,USA,6210.035389999999,42491.965,0.1461
Stone County,2021-01-01,USA,25312.027860000002,173242.728,0.1461
Hamilton County,2021-01-01,USA,804.7090900000002,5506.366,0.1461
Weld County,2021-01-01,USA,630809.41617,4320503.276,0.146
Lee County,2021-01-01,USA,117564.61068000001,804989.346,0.146
Randolph County,2021-01-01,USA,5563.159459999998,38107.155,0.146
Sequoyah County,2021-01-01,USA,20616.649240000002,141271.137,0.1459
Walker County,2021-01-01,USA,79046.38729999999,542965.012,0.1456
Yankton County,2021-01-01,USA,69146.92855999999,474977.704,0.1456
Monterey County,2021-01-01,USA,1024481.2804299999,7036894.347,0.1456
Camden County,2021-01-01,USA,1127662.68357,7757766.725,0.1454
Wadena County,2021-01-01,USA,26581.374279999996,182983.628,0.1453
Newton County,2021-01-01,USA,185999.58655,1280068.476,0.1453
Upson County,2021-01-01,USA,33383.40122,229704.765,0.1453
Pender County,2021-01-01,USA,35032.92447000001,241291.818,0.1452
Trinity County,2021-01-01,USA,11623.147320000005,80074.994,0.1452
Monongalia County,2021-01-01,USA,149185.47712999996,1027997.453,0.1451
Dale County,2021-01-01,USA,40240.24798,277339.507,0.1451
Oneida County,2021-01-01,USA,78364.04596999999,540107.318,0.1451
Porterville Urban Area,2021-01-01,USA,116548.17273000003,803971.524,0.145
Ward County,2021-01-01,USA,174223.15709000002,1202514.448,0.1449
Lake Ontario,2021-01-01,USA,70461.43589999997,486298.213,0.1449
Cleburne County,2021-01-01,USA,17581.922899999998,121431.661,0.1448
Pittsylvania County,2021-01-01,USA,45543.98668,314524.629,0.1448
Jefferson County,2021-01-01,USA,2341.67029,16169.349,0.1448
